Gene,Lib_num,Comb,Min_dist,Mut_dist,Comb_tfs,Observed_mean,Expected_mean,Obs-Exp_mean,Obs-Exp_sem,TF,Comb_type
Amn1,44,0_5,89,93,Ace2/Swi5_Tos8,15.541452192918959,15.738463308734262,-0.19701111581530428,0.8742031386593501,Ace2,non-self_comb
Wtm1,48,0_2,39,41,Mot3_Ace2/Swi5,4.569338832425118,3.394279832157128,1.1750590002679904,3.952126778961535,Ace2,non-self_comb
Wtm1,48,1_2,31,32,Swi4_Ace2/Swi5,0.5142234483165877,3.557653130314673,-3.0434296819980853,2.547512643774321,Ace2,non-self_comb
Wtm1,48,2_3,18,23,Ace2/Swi5_Stp1,4.703589410813982,3.869804987424699,0.8337844233892826,3.2136500579396947,Ace2,non-self_comb
Wtm1,48,2_4,20,27,Ace2/Swi5_Mig1,7.200533510836964,5.471148628184867,1.7293848826520963,2.4520800981926594,Ace2,non-self_comb
Wtm1,48,2_5,38,45,Ace2/Swi5_Crz1,2.388711525860854,2.410715967063094,-0.022004441202240488,2.6575578614092303,Ace2,non-self_comb
Hog1,77,0_1,19,20,Stp1/Stp4_Ace2/Swi5,7.810770317854502,8.314886520752879,-0.5041162028983776,3.0029521441907505,Ace2,non-self_comb
Hog1,77,0_3,46,51,Stp1/Stp4_Ace2/Swi5,4.919047818771061,4.753345503793946,0.16570231497711474,3.0938362009843305,Ace2,non-self_comb
Hog1,77,0_4,77,78,Stp1/Stp4_Ace2/Swi5,5.7954738275637325,8.016421011670575,-2.2209471841068416,2.95092312403601,Ace2,non-self_comb
Hog1,77,1_2,16,23,Ace2/Swi5_Nrg1/Nrg2,5.476140393118481,4.462518954351988,1.0136214387664932,3.703555874192257,Ace2,non-self_comb
Hog1,77,1_3,22,31,Ace2/Swi5_Ace2/Swi5,11.114389068357134,13.119558627167077,-2.0051695588099436,3.031283589439441,Ace2,Self_comb
Hog1,77,1_4,53,58,Ace2/Swi5_Ace2/Swi5,11.831476795449367,11.781259791023144,0.05021700442622151,3.0451025593865335,Ace2,Self_comb
Hog1,77,2_3,2,8,Nrg1/Nrg2_Ace2/Swi5,2.60057779884115,7.109820752009985,-4.509242953168835,3.3000392361760866,Ace2,non-self_comb
Hog1,77,2_4,33,35,Nrg1/Nrg2_Ace2/Swi5,3.3568068327774814,6.402750302114647,-3.045943469337166,3.387365494235412,Ace2,non-self_comb
Hog1,77,3_4,26,27,Ace2/Swi5_Ace2/Swi5,9.123916641806643,11.493265711864474,-2.3693490700578317,2.706340827521856,Ace2,Self_comb
Dse1,94,0_1,6,9,Ace2/Swi5_Ace2/Swi5,3.251104307268324,10.384465572533777,-7.133361265265453,2.4813597592873164,Ace2,Self_comb
Dse1,94,0_2,35,42,Ace2/Swi5_Fkh1/Fkh2,6.418680903979178,5.248885379306907,1.1697955246722707,2.3301765292846888,Ace2,non-self_comb
Dse1,94,0_3,44,47,Ace2/Swi5_Ace2/Swi5,10.060779716222797,7.394474140479229,2.6663055757435674,2.5803849662337086,Ace2,Self_comb
Dse1,94,0_4,81,88,Ace2/Swi5_Fkh,-0.5565866266080535,0.7709351872327643,-1.3275218138408178,2.6118367832684823,Ace2,non-self_comb
Dse1,94,1_2,24,33,Ace2/Swi5_Fkh1/Fkh2,10.987172010846884,6.328780191618982,4.6583918192279015,2.686051578090926,Ace2,non-self_comb
Dse1,94,1_3,33,38,Ace2/Swi5_Ace2/Swi5,14.446953979574578,18.919578404130693,-4.472624424556115,1.623764676613539,Ace2,Self_comb
Dse1,94,1_4,70,79,Ace2/Swi5_Fkh,4.134059725427439,1.1432363983085363,2.9908233271189024,3.13131813911549,Ace2,non-self_comb
Dse1,94,2_3,2,5,Fkh1/Fkh2_Ace2/Swi5,17.397261836136124,13.641638859393016,3.7556229767431075,2.334217029612512,Ace2,non-self_comb
Dse1,94,3_4,32,41,Ace2/Swi5_Fkh,11.214688348889217,15.777104118611184,-4.562415769721969,2.1423836448594944,Ace2,non-self_comb
EXG1,45,0_1,29,30,Ace2/Swi5_Dot6/Tod6/Ash1,5.212286597699524,4.744402667753031,0.4678839299464929,2.4153619546029823,Ace2,non-self_comb
EXG1,45,0_2,41,44,Ace2/Swi5_Sok2/Phd1,5.252714285002053,4.775329679487952,0.4773846055141008,1.974528772421412,Ace2,non-self_comb
EXG1,45,0_3,44,46,Ace2/Swi5_Mbp1/Swi4,4.5364391470841685,0.9336037721808937,3.6028353749032744,1.9832858042622934,Ace2,non-self_comb
EXG1,45,0_4,79,81,Ace2/Swi5_Mbp1/Swi4,2.503901232745012,2.851182221793057,-0.34728098904804466,1.8074198403332589,Ace2,non-self_comb
EXG1,45,0_5,89,91,Ace2/Swi5_Fkh1/Fkh2,3.616020481637081,0.06475554457045091,3.5512649370666303,2.219441758447194,Ace2,non-self_comb
Cap1,73,0_1,11,14,Ace2_Swi4,10.315684837641568,13.203023921950724,-2.887339084309158,4.714762680224335,Ace2,non-self_comb
Cap1,73,0_2,11,19,Ace2_Swi4,6.960326823968459,11.000238083077999,-4.039911259109539,5.998898759935287,Ace2,non-self_comb
Cap1,73,0_3,41,48,Ace2_Cbf1,8.63532760697855,6.107598525532566,2.5277290814459827,3.336662481193294,Ace2,non-self_comb
Cap1,73,0_4,57,64,Ace2_Cbf1,11.32824505472242,12.403934435883684,-1.0756893811612656,5.5390357620296315,Ace2,non-self_comb
Hxk1,87,0_1,3,6,Msn2/Msn4/Tda9/Rsf2/Adr1_Hcm1,0.23824141876048893,2.5055748839553567,-2.267333465194868,2.510754072501546,Adr1,non-self_comb
Hxk1,87,0_2,33,37,Msn2/Msn4/Tda9/Rsf2/Adr1_Msn2/Msn4/Tda9/Rsf2/Adr1,8.484608503884742,9.456543087292198,-0.9719345834074571,2.4876424638738204,Adr1,Self_comb
Hxk1,87,0_3,41,45,Msn2/Msn4/Tda9/Rsf2/Adr1_Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1,15.744175199794691,12.723662008182767,3.0205131916119226,2.1468139532807013,Adr1,Self_comb
Hxk1,87,0_4,54,58,Msn2/Msn4/Tda9/Rsf2/Adr1_Msn2/Msn4/Tda9/Rsf2/Adr1,7.789935167895037,-1.2399973205034596,9.029932488398495,2.869728405636503,Adr1,Self_comb
Hxk1,87,0_5,79,83,Msn2/Msn4/Tda9/Rsf2/Adr1_Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1,7.064619436434735,4.199594144565982,2.865025291868754,2.647010182328934,Adr1,Self_comb
Hxk1,87,1_2,25,31,Hcm1_Msn2/Msn4/Tda9/Rsf2/Adr1,0.9049131124947811,-1.5002480674785184,2.4051611799732995,2.454969576628227,Adr1,non-self_comb
Hxk1,87,1_3,33,39,Hcm1_Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1,8.857022895250811,9.215953281892823,-0.3589303866420097,1.892374077668633,Adr1,non-self_comb
Hxk1,87,1_4,46,52,Hcm1_Msn2/Msn4/Tda9/Rsf2/Adr1,-0.018360732920897488,1.0411405321348204,-1.0595012650557178,2.068321160211838,Adr1,non-self_comb
Hxk1,87,1_5,71,77,Hcm1_Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1,-0.6768523190043813,-1.8617659297511961,1.1849136107468148,2.5576278250789874,Adr1,non-self_comb
Hxk1,87,2_3,4,8,Msn2/Msn4/Tda9/Rsf2/Adr1_Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1,16.286548242494835,14.703266460123931,1.583281782370905,1.920606333467722,Adr1,Self_comb
Hxk1,87,2_4,17,21,Msn2/Msn4/Tda9/Rsf2/Adr1_Msn2/Msn4/Tda9/Rsf2/Adr1,8.236668680447155,8.761565118775462,-0.5248964383283081,2.338955854749535,Adr1,Self_comb
Hxk1,87,2_5,42,46,Msn2/Msn4/Tda9/Rsf2/Adr1_Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1,7.6087279212723065,2.0942254346680427,5.514502486604265,2.712466605771501,Adr1,Self_comb
Hxk1,87,3_4,9,13,Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1_Msn2/Msn4/Tda9/Rsf2/Adr1,15.48693323043166,16.579353772485973,-1.092420542054312,2.171722598052681,Adr1,Self_comb
Hxk1,87,3_5,34,38,Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1_Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1,14.782237298508791,13.539566808834447,1.2426704896743448,1.8443041120557737,Adr1,Self_comb
Hxk1,87,4_5,21,25,Msn2/Msn4/Tda9/Rsf2/Adr1_Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1,6.600258031276995,10.895351962412999,-4.295093931136004,2.157395204853156,Adr1,Self_comb
Gph1,72,0_1,2,5,Rsf2/Tda9/Adr1/Msn2/Msn4/Usv1_Gat1,-0.3013891388682202,4.733285051998491,-5.034674190866712,6.984843535583085,Adr1,non-self_comb
Gph1,72,0_2,26,31,Rsf2/Tda9/Adr1/Msn2/Msn4/Usv1_Rsf2/Tda9/Adr1/Msn2/Msn4/Usv1,1.0475136511652745,-3.284863917516133,4.332377568681407,6.142900619245709,Adr1,Self_comb
Gph1,72,0_3,45,48,Rsf2/Tda9/Adr1/Msn2/Msn4/Usv1_Ino2,-1.1218975438068517,-2.020786668133724,0.8988891243268724,5.85797828812668,Adr1,non-self_comb
Gph1,72,0_4,62,65,Rsf2/Tda9/Adr1/Msn2/Msn4/Usv1_Gln3/Gat1,6.651355609899631,7.903302288804495,-1.2519466789048639,7.089064653372096,Adr1,non-self_comb
Gph1,72,1_2,21,26,Gat1_Rsf2/Tda9/Adr1/Msn2/Msn4/Usv1,-7.82368321624404,5.9557035783684364,-13.779386794612474,4.169226767498508,Adr1,non-self_comb
Gph1,72,2_3,14,17,Rsf2/Tda9/Adr1/Msn2/Msn4/Usv1_Ino2,-8.407384130859267,-11.074113537707749,2.666729406848482,5.654880266006973,Adr1,non-self_comb
Gph1,72,2_4,31,34,Rsf2/Tda9/Adr1/Msn2/Msn4/Usv1_Gln3/Gat1,-0.21617353529887473,5.212248677656074,-5.428422212954949,5.520731658689263,Adr1,non-self_comb
Hxt7,86,0_1,9,13,Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1_Msn2/Msn4/Tda9/Rsf2/Adr1,19.390520725146704,15.679351879389515,3.7111688457571903,5.221955578186593,Adr1,Self_comb
Hxt7,86,0_2,30,34,Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1_Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1,16.01670094092242,24.472157741854218,-8.455456800931799,3.6575593784594354,Adr1,Self_comb
Hxt7,86,1_2,16,21,Msn2/Msn4/Tda9/Rsf2/Adr1_Mig1/Mig2/Mig3/Tda9/Rsf2/Adr1,24.731379383850825,37.02031918830605,-12.288939804455218,3.116265538113044,Adr1,Self_comb
Spi1,69,0_1,3,7,Msn2/Msn4/Rsf2/Tda9/Adr1_Msn2/Msn4/Rsf2/Tda9/Adr1,4.9987278653376865,7.604083116645405,-2.6053552513077176,1.8405593108648663,Adr1,Self_comb
Spi1,69,0_2,45,47,Msn2/Msn4/Rsf2/Tda9/Adr1_Sfl1,0.7562824360127149,2.4843862934386847,-1.7281038574259697,2.3847123183977965,Adr1,non-self_comb
Spi1,69,0_3,63,65,Msn2/Msn4/Rsf2/Tda9/Adr1_Sfl1,0.29920906189403357,-0.13706866808194038,0.43627772997597397,2.526210876521805,Adr1,non-self_comb
Spi1,69,0_4,74,79,Msn2/Msn4/Rsf2/Tda9/Adr1_Sfl1/Hsf1,3.508323498488765,4.955580802357796,-1.4472573038690306,2.3923663267236264,Adr1,non-self_comb
Spi1,69,0_5,75,82,Msn2/Msn4/Rsf2/Tda9/Adr1_Sfl1/Hsf1,-1.0476148953208115,-1.9471176831005528,0.8995027877797414,2.0576484688884884,Adr1,non-self_comb
Spi1,69,0_6,75,88,Msn2/Msn4/Rsf2/Tda9/Adr1_Hsf1,1.3016994469967145,1.9987947369501071,-0.6970952899533925,2.0204715366527726,Adr1,non-self_comb
Spi1,69,1_2,38,40,Msn2/Msn4/Rsf2/Tda9/Adr1_Sfl1,1.5556450415588645,3.59661535018079,-2.040970308621926,1.8165356015685665,Adr1,non-self_comb
Spi1,69,1_3,56,58,Msn2/Msn4/Rsf2/Tda9/Adr1_Sfl1,1.045542479980522,1.3360383813180596,-0.29049590133753755,2.0443825738479955,Adr1,non-self_comb
Spi1,69,1_4,67,72,Msn2/Msn4/Rsf2/Tda9/Adr1_Sfl1/Hsf1,4.19296432436104,5.121882833815715,-0.9289185094546755,1.4131348795473004,Adr1,non-self_comb
Spi1,69,1_5,68,75,Msn2/Msn4/Rsf2/Tda9/Adr1_Sfl1/Hsf1,-0.2874105758119031,-1.8840087852216616,1.5965982094097584,1.8496333048568563,Adr1,non-self_comb
Spi1,69,1_6,68,81,Msn2/Msn4/Rsf2/Tda9/Adr1_Hsf1,2.0350196006838748,-0.04200295683268393,2.0770225575165586,1.7122534723672589,Adr1,non-self_comb
Usv1,88,0_1,0,2,Msn2/Msn4/Nrg1/Nrg2/Tda9/Rsf2/Adr1_Msn2/Msn4/Tda9/Rsf2/Adr1,-4.536610562253831,-4.347291793309007,-0.18931876894482322,2.4692961810881497,Adr1,Self_comb
Usv1,88,0_2,24,29,Msn2/Msn4/Nrg1/Nrg2/Tda9/Rsf2/Adr1_Nrg1/Nrg2,-1.7368920575302225,-4.4567905038296605,2.719898446299438,2.571382625084423,Adr1,non-self_comb
Usv1,88,0_3,74,77,Msn2/Msn4/Nrg1/Nrg2/Tda9/Rsf2/Adr1_Msn2/Msn4/Tda9/Rsf2/Adr1,-2.289234001940544,-6.685304222423263,4.39607022048272,2.353641020876676,Adr1,Self_comb
Usv1,88,0_4,74,79,Msn2/Msn4/Nrg1/Nrg2/Tda9/Rsf2/Adr1_Msn2/Msn4/Nrg1/Nrg2/Tda9/Rsf2/Adr1,-2.8667038082481793,0.37462202008722645,-3.2413258283354054,1.7213243289604025,Adr1,Self_comb
Usv1,88,0_5,101,106,Msn2/Msn4/Nrg1/Nrg2/Tda9/Rsf2/Adr1_Nrg,-6.704415148556827,-8.524962571064668,1.8205474225078393,1.7594143580602652,Adr1,non-self_comb
Usv1,88,1_2,24,27,Msn2/Msn4/Tda9/Rsf2/Adr1_Nrg1/Nrg2,-1.9164209269278913,-4.537846293429902,2.62142536650201,2.5749011208514734,Adr1,non-self_comb
Usv1,88,1_3,74,75,Msn2/Msn4/Tda9/Rsf2/Adr1_Msn2/Msn4/Tda9/Rsf2/Adr1,-2.4016662658770143,-4.564942876458733,2.1632766105817187,2.9628746266536896,Adr1,Self_comb
Usv1,88,1_4,74,77,Msn2/Msn4/Tda9/Rsf2/Adr1_Msn2/Msn4/Nrg1/Nrg2/Tda9/Rsf2/Adr1,-3.046252483011771,-3.085399705495237,0.039147222483466165,1.9925834743986404,Adr1,Self_comb
